"","SRF.NS.Open","SRF.NS.High","SRF.NS.Low","SRF.NS.Close","SRF.NS.Volume","SRF.NS.Adjusted"
"314",492.200012207031,497.450012207031,489.130004882812,490.380004882812,754760,480.662750244141
"315",490.940002441406,495.820007324219,490.010009765625,493.220001220703,702645,483.446411132812
"316",493.149993896484,495.640014648438,486.200012207031,488.720001220703,863785,479.035583496094
"317",488.399993896484,493.980010986328,488.399993896484,492.140014648438,490015,482.387786865234
"318",492.220001220703,499.299987792969,490.920013427734,497.440002441406,777325,487.582824707031
"319",497.200012207031,502.200012207031,488.799987792969,490.559997558594,932170,480.839111328125
"320",487.019989013672,491.309997558594,483.489990234375,484.910003662109,467050,475.301055908203
"321",487.600006103516,493.730010986328,484.299987792969,491.690002441406,1066995,481.946746826172
"322",491.799987792969,504.200012207031,490.829986572266,502.690002441406,1161635,492.728729248047
"323",503.799987792969,507.959991455078,499.920013427734,505.010009765625,1286175,495.002746582031
"324",505.299987792969,513.219970703125,502.239990234375,511.459991455078,920975,501.325012207031
"325",506.910003662109,516.489990234375,506.910003662109,513.530029296875,1130910,503.353973388672
"326",512,523.590026855469,512,519.460021972656,1584665,509.166442871094
"327",517,518.75,512.299987792969,516.159973144531,543075,505.931762695312
"328",507,515.320007324219,507,511.170013427734,603805,501.040802001953
"329",513.929992675781,515.47998046875,499.920013427734,500.899993896484,755970,490.974212646484
"330",501.600006103516,503.600006103516,485.130004882812,488.880004882812,1340210,479.192443847656
"331",488.399993896484,493.399993896484,482.5,484.730010986328,1101730,475.124694824219
"332",487.160003662109,494.100006103516,482.100006103516,489.190002441406,1135575,479.496276855469
"333",489.929992675781,496.600006103516,486.100006103516,493.320007324219,1407015,483.544494628906
"334",499.799987792969,525.099975585938,467,520.02001953125,10023705,509.715362548828
"335",518,563,516.25,551.489990234375,12629085,540.561645507812
"336",554,558,542.25,553.02001953125,3602400,542.0615234375
"337",548.219970703125,564.47998046875,548.049987792969,559.690002441406,2285440,548.599243164062
"338",572,587.599975585938,565.549987792969,583.659973144531,1779140,572.09423828125
"339",583.650024414062,595.679992675781,579.030029296875,592.030029296875,2493695,580.298461914062
"340",591,593.159973144531,584.5,586.390014648438,1014570,574.770202636719
"341",589,595.890014648438,571.809997558594,578.530029296875,1743175,567.065979003906
"342",574.429992675781,584.049987792969,569.440002441406,573.400024414062,1467415,562.03759765625
"343",576.799987792969,596.580017089844,572.099975585938,591.659973144531,1578060,579.935791015625
"344",592.799987792969,594.97998046875,576.400024414062,577.97998046875,1351845,566.526733398438
"345",577,585.200012207031,573.090026855469,582.539978027344,1256390,570.996459960938
"346",581.309997558594,582,575.359985351562,579.840026855469,1248295,568.349975585938
"347",581.75,585.359985351562,567.200012207031,569.369995117188,1409930,558.087524414062
"348",569.109985351562,573.530029296875,554.830017089844,571.72998046875,1798500,560.400573730469
"349",568.400024414062,583.900024414062,566.799987792969,579.200012207031,1720230,567.72265625
"350",580,584.080017089844,565.179992675781,568.309997558594,1195865,557.048461914062
"351",571.400024414062,579.210021972656,564.419982910156,575.080017089844,1045965,563.684265136719
