"","TATAPOWER.NS.Open","TATAPOWER.NS.High","TATAPOWER.NS.Low","TATAPOWER.NS.Close","TATAPOWER.NS.Volume","TATAPOWER.NS.Adjusted"
"712",60.25,61.4500007629395,58.75,59.1500015258789,28987133,57.1586875915527
"713",59.5499992370605,59.9000015258789,56.7000007629395,58.0999984741211,23428511,56.1440353393555
"714",58.8499984741211,59.75,57.7999992370605,58.8499984741211,24196085,56.8687858581543
"715",59.3499984741211,60.1500015258789,58.3499984741211,59.9500007629395,25057495,57.931755065918
"716",60.4500007629395,63.9000015258789,60.2000007629395,61.5,75949155,59.429573059082
"717",62.2000007629395,62.7000007629395,61.2000007629395,62.3499984741211,30119954,60.2509574890137
"718",63,65.25,62.4500007629395,64.9000015258789,56608140,62.7151107788086
"719",65.5999984741211,69.4499969482422,65,68.8499984741211,70704403,66.5321350097656
"720",69.5,69.6500015258789,66.6999969482422,67.9499969482422,46261091,65.6624221801758
"721",68.5,69.6999969482422,67.5999984741211,69.25,37361699,66.9186706542969
"722",71.6999969482422,73.5999984741211,69.3499984741211,71.6500015258789,97738908,69.2378768920898
"723",72.4499969482422,73.3499984741211,71.1500015258789,71.6500015258789,39355314,69.2378768920898
"724",73,73.0999984741211,70.25,72,43645664,69.5760879516602
"725",72.5999984741211,75,71.9000015258789,73.1500015258789,58476323,70.6873779296875
"726",73,73.4499969482422,71,72.6500015258789,29242808,70.2042083740234
"727",72.75,74.0999984741211,72.1500015258789,72.8000030517578,36847385,70.3491668701172
"728",73.4499969482422,74.0999984741211,72.8000030517578,73.4499969482422,20767955,70.9772644042969
"729",73.4000015258789,75.5,72.5,75.1500015258789,38943070,72.6200408935547
"730",75.5,76.4499969482422,74.6500015258789,76.1500015258789,36595158,73.5863800048828
"731",76.25,76.6999969482422,74.6500015258789,75.1999969482422,28073186,72.6683502197266
"732",75,76.4499969482422,73.6500015258789,76.0500030517578,49891456,73.48974609375
"733",75.8499984741211,75.8499984741211,66.4000015258789,69.0500030517578,51731072,66.7254028320312
"734",69,71.9000015258789,66.6999969482422,71.6500015258789,46224467,69.2378768920898
"735",72,74.4499969482422,71.5,74.1500015258789,30689573,71.6537017822266
"736",74.5999984741211,75.5999984741211,74.25,74.5,23223241,71.9919128417969
"737",75.25,77.9499969482422,75.0999984741211,77.1999969482422,35601036,74.6010208129883
"738",78,78.8000030517578,76.25,76.5500030517578,28745694,73.9729080200195
"739",76.9499969482422,76.9499969482422,75.1999969482422,75.8000030517578,17918812,73.248161315918
"740",75.8499984741211,76.5,75.4000015258789,75.6500015258789,15495713,73.1032104492188
"741",76,77.75,75.8000030517578,77.3499984741211,19041567,74.7459716796875
"742",78.0500030517578,79.6500015258789,77.5,79.25,23712305,76.5820159912109
"743",78,82.1999969482422,77.9000015258789,81.1500015258789,46181972,78.4180450439453
"744",82,83.5,80.75,82.4499969482422,46157617,79.6742858886719
"745",83.1500015258789,83.6500015258789,81.5,81.8499984741211,35219703,79.0944747924805
"746",84.3499984741211,84.5999984741211,82.5999984741211,83.0500030517578,41178215,80.2540893554688
"747",83.5999984741211,83.9499969482422,82.1500015258789,83.3000030517578,25575169,80.4956741333008
"748",83,87.3000030517578,82.6500015258789,86.0500030517578,43670529,83.1530914306641
"749",86.9000015258789,87.6500015258789,83.75,85.8499984741211,37272052,82.9598083496094
"750",86.0999984741211,87.1500015258789,84.9000015258789,85.9499969482422,20620191,83.0564498901367
"751",86.4000015258789,88,84.3499984741211,85.5500030517578,35416980,82.669921875
"752",85.8499984741211,85.8499984741211,81,82.0999984741211,31480725,79.336067199707
"753",82.75,85.6999969482422,82.5999984741211,85.4000015258789,25469132,82.5249710083008
"754",85.5999984741211,86.4499969482422,84.1500015258789,84.8000030517578,19476831,81.9451675415039
"755",85.5,85.6999969482422,82.1999969482422,83,16889392,80.2057647705078
"756",82.9000015258789,83.0999984741211,77.9499969482422,79.4000015258789,42934185,76.7269592285156
"757",84,84,78,79.25,55671719,76.5820159912109
"758",79.6500015258789,79.8000030517578,75.6500015258789,75.9499969482422,47062543,73.3931121826172
"759",75,77.9000015258789,74.4499969482422,77.0999984741211,40097316,74.50439453125
"760",78.5500030517578,78.5999984741211,75,75.4000015258789,28386915,72.8616256713867
"761",76.4000015258789,81.1999969482422,74.5,79.9000015258789,45909331,77.2101287841797
"762",81.5,84.0999984741211,79.6500015258789,83.5999984741211,47955673,80.7855682373047
"763",84.1500015258789,85.5,82.25,84.1999969482422,41816643,81.365364074707
"764",84.9499969482422,90.5,84.4499969482422,89.5999984741211,94513383,86.5835723876953
"765",91.4499969482422,91.6500015258789,85,87.4499969482422,98504307,84.5059509277344
"766",88,91.6500015258789,87.5,90,70145365,86.970100402832
"767",90.1500015258789,90.4499969482422,86.4499969482422,87.1500015258789,37086127,84.2160568237305
"768",88.0500030517578,89.9499969482422,86.3499984741211,88.0999984741211,57056934,85.1340713500977
"769",88.6999969482422,89.1500015258789,87.5,87.8000030517578,18482937,84.8441772460938
"770",88,88.5,86,87.3000030517578,18854969,84.3610153198242
"771",88,88.9000015258789,86.3499984741211,86.6999969482422,28371641,83.7812042236328
"772",87.4000015258789,91,86.5999984741211,90.25,45833754,87.2116928100586
"773",90.9000015258789,92.4499969482422,89.8000030517578,91.0999984741211,66947755,88.033073425293
"774",91.75,94.0500030517578,90.1999969482422,93.0999984741211,48616071,89.9657363891602
"775",93.4000015258789,94.8499984741211,89.3499984741211,91.0999984741211,69544392,88.033073425293
"776",90.9499969482422,92.5,89,90.0999984741211,38203233,87.0667343139648
"777",90.6999969482422,93.4000015258789,89.8000030517578,92.0500030517578,43925417,88.9510955810547
"778",92.8499984741211,94.5,92.0500030517578,94.0500030517578,27561130,90.8837661743164
"779",94.9000015258789,97.6500015258789,94.3499984741211,96,70938332,92.7681198120117
"780",94.8000030517578,96.4000015258789,93,95.1500015258789,50696555,91.9467315673828
"781",96.5999984741211,99.5,95.5500030517578,97.9000015258789,62133610,94.6041488647461
"782",100,100.800003051758,98,100.349998474121,67108317,96.9716720581055
"783",104.599998474121,105.5,102.5,105.25,85272517,101.70671081543
"784",103.800003051758,114,102.75,109.300003051758,147425687,105.620361328125
"785",110.699996948242,110.699996948242,104,107.349998474121,75015270,103.736015319824
"786",108.900001525879,111.849998474121,108.199996948242,109.050003051758,57273663,105.378784179688
"787",110,110.650001525879,104.699996948242,107,51804429,103.397796630859
"788",109.099998474121,109.25,105.800003051758,107.349998474121,43852673,103.736015319824
"789",108.400001525879,114.5,107,113.25,162828658,109.437385559082
"790",114,114.150001525879,108,111.550003051758,101454870,107.794616699219
"791",112,112.300003051758,109.099998474121,109.699996948242,50275101,106.006896972656
"792",109.199996948242,110.5,102.400001525879,103.300003051758,64241698,99.8223571777344
"793",104.599998474121,106.599998474121,96,100.550003051758,102669579,97.1649398803711
"794",100,104.75,96.3000030517578,104.150001525879,118996777,100.643745422363
"795",104.900001525879,106.5,103.800003051758,104.75,74913152,101.223541259766
"796",104.949996948242,105.949996948242,104,104.550003051758,41887531,101.030281066895
"797",103,105.599998474121,100.849998474121,101.25,49603176,97.8413696289062
"798",101.800003051758,102.199996948242,96.5999984741211,98.6500015258789,78179436,95.3289108276367
"799",100.949996948242,104.349998474121,100,103.449996948242,78988471,99.9673156738281
"800",105.349998474121,105.349998474121,102.800003051758,103.599998474121,47450305,100.112258911133
"801",103.650001525879,105.849998474121,102.849998474121,103.25,35702981,99.7740325927734
"802",103.900001525879,105.5,103.550003051758,105.050003051758,34637782,101.513450622559
"803",105,105.5,100.449996948242,103.349998474121,48340372,99.8706665039062
"804",103.800003051758,107.349998474121,102.449996948242,104.699996948242,56713336,101.175231933594
"805",104.349998474121,105.650001525879,103.5,104.449996948242,36218955,100.933639526367
"806",105,106.75,104.699996948242,104.949996948242,36910799,101.416801452637
"807",105.349998474121,106.199996948242,103,104.099998474121,35350727,100.595420837402
"808",101,101,89.9000015258789,92.1999969482422,125893617,89.0960464477539
"809",92.3000030517578,96.3000030517578,91.5500030517578,95.8499984741211,76861733,92.623161315918
"810",94.6999969482422,96.6999969482422,93.3000030517578,94.1500015258789,38846301,90.9803924560547
"811",95,97.9499969482422,94.0500030517578,97.1500015258789,49515934,93.8794021606445
"812",92.4000015258789,94.9499969482422,91.8000030517578,93.8000030517578,43657515,90.6421813964844
"813",96,96,92.4000015258789,93.5999984741211,35631799,90.4489059448242
"814",94,95,92.4000015258789,94.25,34186730,91.0770263671875
"815",94.1999969482422,96.9000015258789,93.5500030517578,95.6500015258789,40943046,92.4299011230469
"816",95.6999969482422,97.1500015258789,95.5,96.3000030517578,24546834,93.0580139160156
"817",96.9499969482422,98.4499969482422,96.4000015258789,98,26892254,94.7007904052734
"818",98.5999984741211,99.1500015258789,97.6500015258789,97.9499969482422,32345591,94.652458190918
"819",98.9000015258789,100.199996948242,97.4499969482422,97.6500015258789,39809692,94.3625640869141
"820",96.9499969482422,101.400001525879,96.25,98.8499984741211,40125740,95.5221710205078
"821",97.9499969482422,100.400001525879,96.3499984741211,99.8499984741211,37404501,96.4884948730469
"822",100.599998474121,103.400001525879,100,101.050003051758,55562146,97.6481094360352
"823",102.400001525879,102.949996948242,100.25,102,25421812,98.5661239624023
"824",102.550003051758,104.650001525879,101.599998474121,102.900001525879,35150275,99.4358291625977
"825",103.849998474121,103.949996948242,102.25,102.699996948242,28791094,99.2425537109375
"826",103.75,110.5,103.199996948242,109.949996948242,70028129,106.248474121094
"827",109,111.150001525879,107.099998474121,109.349998474121,64737614,105.668685913086
"828",110.349998474121,110.550003051758,105.150001525879,106.599998474121,61946163,103.011253356934
