"","POWERGRID.NS.Open","POWERGRID.NS.High","POWERGRID.NS.Low","POWERGRID.NS.Close","POWERGRID.NS.Volume","POWERGRID.NS.Adjusted"
"1048",159.824996948242,164.024993896484,158.850006103516,162.824996948242,54218485,142.346725463867
"1049",161.662506103516,162.9375,161.0625,162.600006103516,10326026,142.150024414062
"1050",162.074996948242,169.3125,162.074996948242,168.787506103516,39663961,147.559326171875
"1051",169.5,171.074996948242,168.037506103516,170.550003051758,9907530,149.100143432617
"1052",172.462493896484,175.949996948242,170.175003051758,174.787506103516,17167487,152.804702758789
"1053",173.512496948242,178.837493896484,173.362503051758,177.487503051758,17153675,155.165115356445
"1054",176.962493896484,179.925003051758,172.5,173.512496948242,11913911,151.690048217773
"1055",174.75,175.574996948242,172.949996948242,174.449996948242,6746769,152.509643554688
"1056",174.375,176.662506103516,171.300003051758,173.175003051758,12413822,151.395004272461
"1057",171.9375,175.237503051758,171.449996948242,174.824996948242,14769907,152.837478637695
"1058",176.212493896484,176.512496948242,170.662506103516,172.125,11015439,150.477066040039
"1059",172.125,173.850006103516,170.662506103516,173.324996948242,19069923,151.526138305664
"1060",174.524993896484,175.012496948242,169.875,170.887496948242,15036942,149.395202636719
"1061",171.1875,171.75,167.587493896484,170.25,9814641,148.837890625
"1062",169.574996948242,171.487503051758,168.9375,170.4375,11134333,149.00178527832
"1063",168.787506103516,172.649993896484,168.524993896484,169.087493896484,12032249,147.821594238281
"1064",167.962493896484,170.175003051758,166.125,167.137496948242,11042683,146.116836547852
"1065",170.25,174.149993896484,168.262496948242,173.699996948242,15389155,151.853958129883
"1066",173.512496948242,174.637496948242,170.587493896484,171.975006103516,12680209,150.345947265625
"1067",175.050003051758,177.1875,172.537506103516,176.699996948242,18378146,154.476684570312
"1068",176.324996948242,177.262496948242,170.287506103516,170.8125,9026331,149.329650878906
"1069",169.425003051758,174.9375,169.425003051758,173.662506103516,12634353,151.821197509766
"1070",174.75,179.587493896484,174.675003051758,178.199996948242,23124643,155.788009643555
"1071",178.800003051758,180.487503051758,174.637496948242,175.3125,16481935,153.263671875
"1072",173.587493896484,179.362503051758,173.587493896484,178.800003051758,17715186,156.312545776367
"1073",179.25,184.837493896484,176.737503051758,183.862503051758,54118806,160.738342285156
"1074",184.350006103516,186.262496948242,181.875,182.737503051758,30997494,159.754852294922
"1075",183,186,179.024993896484,179.399993896484,15412618,156.837097167969
"1076",179.25,181.425003051758,174.112503051758,176.925003051758,26538994,154.673385620117
"1077",179.887496948242,179.887496948242,174.824996948242,177.225006103516,15074553,154.935638427734
"1078",176.625,178.425003051758,174.75,176.399993896484,7960529,154.214401245117
"1079",176.175003051758,179.475006103516,174.5625,178.987503051758,15470937,156.476470947266
"1080",178.125,178.6875,170.324996948242,170.925003051758,19181550,149.427978515625
"1081",167.25,172.237503051758,166.237503051758,171.225006103516,15085602,149.690246582031
"1082",173.0625,174.824996948242,170.0625,171.787506103516,15148281,150.182022094727
"1083",174,174,168.149993896484,168.449996948242,11572501,147.264266967773
"1084",168.75,172.237503051758,168.449996948242,170.25,16336858,148.837890625
"1085",171.300003051758,172.050003051758,166.912506103516,168.637496948242,11062614,147.428176879883
"1086",170.25,171.824996948242,167.925003051758,170.399993896484,14150454,148.969024658203
"1087",171.449996948242,171.487503051758,167.550003051758,168.524993896484,8430491,147.329818725586
"1088",168.375,172.425003051758,168.225006103516,171.1875,9305758,149.657470703125
"1089",171.1875,176.362503051758,171.149993896484,174.675003051758,26351545,152.706344604492
"1090",174.112503051758,174.75,171.112503051758,171.899993896484,10282009,150.280364990234
"1091",172.050003051758,172.050003051758,168.412506103516,169.162506103516,10071898,147.887145996094
"1092",169.5,171.074996948242,168.75,169.5,16082518,148.182205200195
"1093",169.5,170.587493896484,167.662506103516,168.600006103516,12693293,147.395401000977
"1094",167.962493896484,169.6875,167.774993896484,168.75,9103195,147.526519775391
"1095",167.287506103516,169.875,167.287506103516,168.412506103516,11240130,147.231491088867
"1096",168.524993896484,169.274993896484,165.75,168.637496948242,9468041,147.428176879883
"1097",166.537506103516,170.587493896484,166.537506103516,168.337493896484,9019239,147.165924072266
"1098",166.387496948242,169.125,166.125,166.762496948242,10186775,145.788970947266
"1099",166.762496948242,170.475006103516,166.5,167.962493896484,17023962,146.838073730469
"1100",168.1875,169.725006103516,166.425003051758,166.6875,5898563,145.723434448242
"1101",167.512496948242,168.225006103516,161.737503051758,162.262496948242,11883333,141.854949951172
"1102",160.649993896484,162.675003051758,157.6875,158.512496948242,19675226,138.576583862305
"1103",156.824996948242,158.175003051758,154.762496948242,156.1875,7402273,136.543991088867
"1104",156.787506103516,159.862503051758,155.475006103516,157.762496948242,9459619,137.920913696289
"1105",158.100006103516,158.4375,156.149993896484,157.987503051758,10257637,138.117614746094
"1106",157.574996948242,158.774993896484,154.612503051758,156.412506103516,13114525,136.740676879883
"1107",159,159,155.8125,156.712493896484,9499105,137.002960205078
"1108",160.012496948242,160.012496948242,157.237503051758,158.662506103516,17545390,138.707748413086
"1109",157.162506103516,158.662506103516,156.262496948242,157.725006103516,6770087,137.888137817383
"1110",156.824996948242,161.25,156.337493896484,158.324996948242,41502918,138.412658691406
"1111",158.625,161.0625,157.800003051758,158.925003051758,22260722,138.937225341797
"1112",158.287506103516,159.675003051758,153.899993896484,154.875,11133663,135.396575927734
"1113",153.787506103516,159.112503051758,153.787506103516,158.024993896484,20178279,138.150390625
"1114",158.25,161.962493896484,158.212493896484,160.612503051758,20083997,140.412490844727
"1115",160.5,160.612503051758,156.149993896484,157.837493896484,19203527,137.986465454102
"1116",159.9375,161.475006103516,159.074996948242,159.412506103516,14069302,139.363403320312
"1117",160.5,164.550003051758,159.487503051758,164.100006103516,17142257,143.461380004883
"1118",165,165.9375,162.149993896484,162.787506103516,10826079,142.313934326172
"1119",161.324996948242,162.712493896484,159.862503051758,160.125,8503695,139.986282348633
"1120",160.875,162.524993896484,160.087493896484,160.837493896484,10210005,140.609176635742
"1121",164.4375,164.4375,159.637496948242,161.137496948242,10898403,140.871429443359
"1122",162.75,162.75,156.600006103516,156.975006103516,22067479,137.232452392578
"1123",157.762496948242,159.300003051758,156.675003051758,157.6875,15155654,137.855331420898
"1124",157.425003051758,158.625,157.199996948242,157.5,14922395,137.691436767578
"1125",158.475006103516,159.225006103516,156.375,156.9375,14181034,137.199691772461
"1126",157.462493896484,159.899993896484,157.087493896484,159.225006103516,12461554,139.199493408203
"1127",160.462493896484,160.462493896484,157.125,157.5,9272199,137.691436767578
"1128",157.5,158.25,155.550003051758,155.925003051758,6635194,136.314498901367
"1129",155.925003051758,158.25,155.324996948242,156.824996948242,11451315,137.101333618164
"1130",157.425003051758,158.25,157.050003051758,157.987503051758,9209354,138.117614746094
"1131",158.25,161.100006103516,157.537506103516,160.649993896484,13192642,140.445251464844
"1132",162.300003051758,163.350006103516,159.637496948242,160.462493896484,15433067,140.281326293945
"1133",161.287506103516,165.112503051758,160.612503051758,164.212493896484,12136557,143.559692382812
"1134",164.962493896484,167.550003051758,163.012496948242,166.949996948242,17748747,145.952896118164
"1135",167.512496948242,168.5625,164.737503051758,167.699996948242,12406038,146.608581542969
"1136",168,168.149993896484,164.324996948242,165.600006103516,9712267,144.772705078125
"1137",166.274993896484,168.5625,164.137496948242,167.737503051758,14099223,146.641372680664
"1138",168.75,169.725006103516,165.824996948242,166.425003051758,8392041,145.493957519531
"1139",165.5625,168.675003051758,165.412506103516,167.625,8585266,146.543029785156
"1140",168.487503051758,170.175003051758,166.274993896484,167.137496948242,5040626,146.116836547852
"1141",167.25,171.449996948242,166.5,171.037506103516,13279062,149.526351928711
"1142",171.899993896484,172.462493896484,170.287506103516,171.637496948242,11298246,150.050872802734
"1143",171.637496948242,173.212493896484,170.774993896484,171.375,11225465,149.821380615234
"1144",170.962493896484,173.774993896484,170.8125,173.512496948242,11360485,151.690048217773
"1145",171.337493896484,172.274993896484,169.274993896484,171.112503051758,9829530,151.06103515625
"1146",171.074996948242,173.100006103516,169.237503051758,169.462493896484,9190493,149.604400634766
"1147",168.712493896484,171.637496948242,168.149993896484,170.662506103516,8903751,150.663772583008
"1148",170.512496948242,172.462493896484,169.875,172.087493896484,13007225,151.921798706055
"1149",172.875,173.25,168.824996948242,169.725006103516,12124365,149.836120605469
"1150",169.949996948242,173.399993896484,169.949996948242,172.837493896484,7966045,152.583877563477
